pos	chr	cM
100000	15	0.31031244516335
200000	15	0.351370151238926
300000	15	0.396977835008576
400000	15	0.466295552940393
500000	15	0.51654948893257
600000	15	0.6089366220453
700000	15	0.704281892051762
800000	15	0.799212079729467
900000	15	1.02073831936308
1000000	15	1.34534356345065
1100000	15	1.56477286859932
1200000	15	1.71125053717617
1300000	15	1.8116935826947
1400000	15	1.89241320313021
1500000	15	1.96387553460578
1600000	15	2.04101621965465
1700000	15	2.15877684590047
1800000	15	2.27399812070125
1900000	15	2.36498999369253
2000000	15	2.51518490513527
2100000	15	2.62861156238251
2200000	15	2.7000276711916
2300000	15	2.78458835386747
2400000	15	2.96805706206279
2500000	15	3.08457036793196
2600000	15	3.21189240326908
2700000	15	3.25719530397895
2800000	15	3.30224403830152
2900000	15	3.39681624476014
3000000	15	3.52895805328717
3100000	15	3.63945889264975
3200000	15	3.7893034303416
3300000	15	3.9354594024303
3400000	15	4.00282015390595
3500000	15	4.0939357223928
3600000	15	4.17282916138771
3700000	15	4.23476729776097
3800000	15	4.29816204858476
3900000	15	4.36264246862489
4000000	15	4.43343874321271
4100000	15	4.49448933630612
4200000	15	4.52815112911297
4300000	15	4.55037356785392
4400000	15	4.60383330238738
4500000	15	4.60641371805168
4600000	15	4.62390840963794
4700000	15	4.6380950094779
4800000	15	4.79569091342332
4900000	15	4.81327622590811
5000000	15	4.82940541879225
5100000	15	4.84530379083395
5200000	15	4.85666700884439
5300000	15	4.92303510690524
5400000	15	5.00483251150969
5500000	15	5.05934358889328
5600000	15	5.07342793846315
5700000	15	5.076729229718
5800000	15	5.08493296438005
5900000	15	5.15170924815725
6000000	15	5.18401486686058
6100000	15	5.21797289441853
6200000	15	5.25387363011287
6300000	15	5.27362153828308
6400000	15	5.2976819229647
6500000	15	5.31046212416758
6600000	15	5.34854413816054
6700000	15	5.35644585676844
6800000	15	5.43572896787697
6900000	15	5.48665528570252
7000000	15	5.56929799148637
7100000	15	5.66637392139689
7200000	15	5.68305957017464
7300000	15	5.70066414459447
7400000	15	5.73904395916497
7500000	15	5.77040906608102
7600000	15	5.79733141264373
7700000	15	5.81151490339662
7800000	15	5.82144740676285
7900000	15	5.82651675057326
8000000	15	5.83764844500651
8100000	15	5.83927941895335
8200000	15	5.85332036078971
8300000	15	5.99961496586426
8400000	15	6.25466910613249
8500000	15	6.31543648646868
