pos	chr	cM
100000	24	0.202808035692078
200000	24	0.393230474313446
300000	24	0.818308914645455
400000	24	1.1460137490798
500000	24	1.36711644078803
600000	24	1.40498057104334
700000	24	1.47048535257017
800000	24	1.55916963625938
900000	24	1.65220765972603
1000000	24	1.72007010423943
1100000	24	1.79390497492758
1200000	24	1.87673954219931
1300000	24	1.96099351351127
1400000	24	2.04261219314846
1500000	24	2.12577604761762
1600000	24	2.21314169651658
1700000	24	2.3169641854602
1800000	24	2.48639658015167
1900000	24	2.70166351586281
2000000	24	3.30420547528153
2100000	24	3.90234050324907
2200000	24	4.50372434088412
2300000	24	4.79517996089696
2400000	24	5.01505062393061
2500000	24	5.08591580116137
2600000	24	5.24885829053891
2700000	24	5.48881262062469
2800000	24	5.60662788459589
2900000	24	5.97464197543364
3000000	24	6.43690828835388
3100000	24	7.04979298325731
3200000	24	7.24655192767254
3300000	24	7.43863586189641
3400000	24	7.63056988016321
3500000	24	7.82065626151535
3600000	24	8.01033803032965
3700000	24	8.20402548343646
3800000	24	8.36594885676895
3900000	24	8.47780337876019
4000000	24	8.70396744274036
4100000	24	8.94466325403646
4200000	24	9.11746867107138
4300000	24	9.28865205732542
4400000	24	9.46539805597115
4500000	24	9.61457340268416
4600000	24	9.76219290753041
4700000	24	9.99253854591472
4800000	24	10.2079881991972
4900000	24	10.3627240555181
5000000	24	10.5178801987671
5100000	24	10.6788128434234
5200000	24	10.837338300648
5300000	24	10.9822122206682
5400000	24	11.1391108886605
5500000	24	11.3597102644856
5600000	24	11.4817994693738
5700000	24	11.6569160010895
5800000	24	11.7817836107968
5900000	24	11.9292389233582
6000000	24	12.0828346637084
6100000	24	12.234744651497
6200000	24	12.3996344161987
6300000	24	12.5556800547195
6400000	24	12.7024537087583
6500000	24	12.8280688594884
6600000	24	13.0908769000301
6700000	24	13.1892366930461
6800000	24	13.3214450494947
6900000	24	13.4736986763319
7000000	24	13.5339864650382
7100000	24	13.590412586441
7200000	24	13.6538289782789
7300000	24	13.7879373639014
7400000	24	14.0644667155729
7500000	24	14.5657376960304
7600000	24	15.0080114208039
7700000	24	15.2234174762993
7800000	24	15.5178105032469
7900000	24	15.7681199646103
8000000	24	15.9926754055897
8100000	24	16.2495123419481
8200000	24	16.3831972008717
8300000	24	16.534512736788
8400000	24	16.6915780460633
8500000	24	16.8467741599754
8600000	24	17.0005052578837
8700000	24	17.1566249477694
8800000	24	17.3104259774655
8900000	24	17.4680992047548
9000000	24	17.6167206056764
9100000	24	17.7723960071513
9200000	24	17.9089437920569
9300000	24	18.1185705957235
9400000	24	18.2868795643516
9500000	24	18.4532512813734
9600000	24	18.672657590912
9700000	24	18.9088202187708
9800000	24	19.116994725376
9900000	24	19.4091354445095
10000000	24	19.697548731577
10100000	24	19.9914916093639
10200000	24	20.288314515162
10300000	24	20.5860847157974
10400000	24	20.8641447055668
10500000	24	20.9782849212114
10600000	24	21.0976882575229
10700000	24	21.359052510909
10800000	24	21.4389341895282
10900000	24	21.8187260696951
11000000	24	22.2371073324713
11100000	24	22.5160013950731
11200000	24	22.9793706099906
11300000	24	23.3590186620071
11400000	24	23.7421442770933
11500000	24	24.0286486217224
11600000	24	24.3114109023109
11700000	24	24.9335177367186
11800000	24	25.6078648513355
11900000	24	26.3308937008106
12000000	24	27.0305962275848
12100000	24	27.7339684521588
12200000	24	28.4335575214124
12300000	24	29.1316662850693
12400000	24	29.846933521275
12500000	24	30.5290063970407
12600000	24	31.2357031348473
12700000	24	31.5764936241269
12800000	24	31.8937909770155
12900000	24	32.2236406117095
13000000	24	32.8705366478975
13100000	24	33.5730398217259
13200000	24	33.9815119305321
13300000	24	34.2762621475652
13500000	24	34.9260896654906
13600000	24	35.6167713521542
13700000	24	36.2959701552909
13800000	24	36.8868917320752
13900000	24	37.2241919875412
14000000	24	37.563467166473
14100000	24	37.9012438301248
14200000	24	38.207747356001
14300000	24	38.5357214435285
14400000	24	38.9199429695694
14500000	24	39.2831224685003
14600000	24	39.6739037001314
14700000	24	40.0418621149397
14800000	24	40.4372535412635
14900000	24	40.8020341974697
15000000	24	41.1850135799547
15100000	24	41.5610811749591
15200000	24	41.9298228837141
15300000	24	42.3160445904219
15400000	24	42.6894522905173
15500000	24	43.0030787788603
15600000	24	43.2116856234331
15700000	24	43.4387950954473
15800000	24	43.57730256212
15900000	24	43.9563272377127
16000000	24	44.270959090419
16100000	24	44.6522129333449
16200000	24	44.9659839143334
16300000	24	45.3130955682682
16400000	24	45.5521538025574
16500000	24	45.685296578499
16600000	24	46.1279003928055
16700000	24	46.5819077018922
16800000	24	47.035133038902
16900000	24	47.4696902004791
17000000	24	47.9080311436536
17100000	24	48.221601033987
17200000	24	48.5113345086661
17300000	24	48.5985123138457
17400000	24	48.7712349356765
17500000	24	48.9586101470689
17600000	24	49.0793206714998
17700000	24	49.226252568953
17800000	24	49.2957203124098
17900000	24	49.3857153968586
18000000	24	49.7046839331991
18100000	24	50.0295055717841
18200000	24	50.5610716306243
18300000	24	50.9444931861997
18400000	24	51.2158391690832
18500000	24	51.4920563742305
18600000	24	51.7580793282555
18700000	24	51.9755319714141
18800000	24	52.2261539872246
18900000	24	52.3738555737294
19000000	24	52.8234354507287
19100000	24	53.2410665099986
19200000	24	53.5607694077338
19300000	24	53.7834136605384
19400000	24	53.9991687554509
19500000	24	54.2155239110994
19600000	24	54.4350070330744
19700000	24	54.6538389476094
19800000	24	54.8798334637266
19900000	24	55.0375832334916
20000000	24	55.288
