pos	chr	cM
100000	23	0.166419560109353
200000	23	0.325109023251317
300000	23	0.834058423955335
400000	23	0.945823945876696
500000	23	1.0591111883149
600000	23	1.24762821281955
700000	23	1.41599322389228
800000	23	1.59125710270951
900000	23	1.71289088698345
1000000	23	1.86668117215538
1100000	23	2.04828879378406
1200000	23	2.18391676600858
1300000	23	2.33255263429806
1400000	23	2.52306364765223
1500000	23	2.8262873138025
1600000	23	3.01724519563086
1700000	23	3.35554540590222
1800000	23	4.93404503109363
1900000	23	6.5238157836227
2000000	23	8.13096412567237
2100000	23	8.60910250458355
2200000	23	8.76720496243037
2300000	23	8.92256321161888
2400000	23	9.08770852650272
2500000	23	9.21862734057381
2600000	23	9.41089160258588
2700000	23	9.64448926905642
2800000	23	9.8981902392301
2900000	23	10.1391608082575
3000000	23	10.2790988065376
3100000	23	10.3651526834226
3200000	23	10.5811563369339
3300000	23	10.8784009642931
3400000	23	11.0937265219868
3500000	23	11.7067416452613
3600000	23	11.9409442929533
3700000	23	12.0645272105741
3800000	23	12.1619268245113
3900000	23	12.4336003630759
4000000	23	12.6032605729635
4100000	23	12.7494244843155
4200000	23	12.9614347905091
4300000	23	13.0548958072763
4400000	23	14.1091931423025
4500000	23	14.2724283408847
4600000	23	14.3478778858678
4700000	23	14.529731134237
4800000	23	14.5729552784999
4900000	23	14.6347602433305
5000000	23	14.7008816746595
5100000	23	14.8124260210067
5200000	23	14.8852924618753
5300000	23	14.9693645774434
5400000	23	15.0406644865445
5500000	23	15.1580748347244
5600000	23	15.2803975658532
5700000	23	15.3740131554878
5800000	23	15.5107291900948
5900000	23	15.5890268756681
6000000	23	15.6704163144167
6100000	23	15.7181728014105
6200000	23	15.7825089837318
6300000	23	15.8500250821883
6400000	23	15.893954822155
6500000	23	16.0011384068661
6600000	23	16.1901538340112
6700000	23	16.328075620381
6800000	23	16.3804667796028
6900000	23	16.4666843587498
7000000	23	16.5695873679928
7100000	23	16.7004720338277
7200000	23	16.7616185603489
7300000	23	16.8191985829526
7400000	23	16.8890695780487
7500000	23	16.953289466492
7600000	23	17.0105625447593
7700000	23	17.0723789170931
7800000	23	17.1436302719328
7900000	23	17.1998907082043
8000000	23	17.2745846940738
8100000	23	17.3659955155191
8200000	23	17.5634927108915
8300000	23	17.6643321078328
8400000	23	17.748876290747
8500000	23	17.9257787704463
8600000	23	18.0159518231114
8700000	23	18.0738046105271
8800000	23	18.1358626618025
8900000	23	18.2015032461193
9000000	23	18.284994983006
9100000	23	18.3640781307441
9200000	23	18.4138335593195
9300000	23	18.4384183233805
9400000	23	18.482672629203
9500000	23	18.4974755043883
9600000	23	18.5394254030358
9700000	23	18.5648289856377
9800000	23	18.6145346380465
9900000	23	18.7009756808184
10000000	23	18.7816127931998
10100000	23	18.8722924726803
10200000	23	18.9291740710607
10300000	23	18.991959559889
10400000	23	19.0452763716084
10500000	23	19.1070358478576
10600000	23	19.1626690562588
10700000	23	19.2239327988377
10800000	23	19.2811667101483
10900000	23	19.3118391716275
11000000	23	19.3639784403822
11100000	23	19.4193260207284
11200000	23	19.4966432815302
11300000	23	19.5708116213209
11400000	23	19.6240262204119
11500000	23	19.672770583109
11600000	23	19.7398742633923
11700000	23	19.8849262642529
11800000	23	19.9902756749125
11900000	23	20.1570883760215
12000000	23	20.2459668236694
12100000	23	20.3204464954853
