pos	chr	cM
100000	5	0.141216444466164
200000	5	0.178079055680328
300000	5	0.214267617456064
400000	5	0.246303770145566
500000	5	0.274140440693784
600000	5	0.306082795247631
700000	5	0.369169222437604
800000	5	0.42881781882657
900000	5	0.482869621385633
1000000	5	0.554543255055931
1100000	5	0.631337522684153
1200000	5	0.74890583368191
1300000	5	0.867664509910205
1400000	5	0.988408945317158
1500000	5	1.08240535136981
1600000	5	1.14318763132117
1700000	5	1.20555436383955
1800000	5	1.28535919761332
1900000	5	1.56750237620432
2000000	5	1.85697625889857
2100000	5	1.93375205928313
2200000	5	2.04407005057403
2300000	5	2.15447518212107
2400000	5	2.25065683751867
2500000	5	2.31547106575654
2600000	5	2.40067593737992
2700000	5	2.44711776018551
2800000	5	2.49165539836517
2900000	5	2.54974130088318
3000000	5	2.59589781986358
3100000	5	2.65096624305338
3200000	5	2.75873474913895
3300000	5	2.8325789983513
3400000	5	2.88997029050069
3500000	5	2.96988791235279
3600000	5	3.05652171420692
3700000	5	3.08446146700697
3800000	5	3.08711149234536
3900000	5	3.10167569593577
4000000	5	3.12431304729968
4100000	5	3.14414260328283
4200000	5	3.14899789655409
4300000	5	3.18829947371928
4400000	5	3.23865159055193
4500000	5	3.30564340084031
4600000	5	3.3727737573971
4700000	5	3.41984520429463
4800000	5	3.45215396095149
4900000	5	3.48420753737425
5000000	5	3.52023669099096
5100000	5	3.55169337032089
5200000	5	3.58157027341431
5400000	5	3.61688091756074
5600000	5	3.64839505490932
5700000	5	3.68166120115441
5800000	5	3.71471384906463
5900000	5	3.74336194799196
6000000	5	3.77937400030775
6100000	5	3.82458400851707
6200000	5	3.87152983145046
6300000	5	3.91340745608623
6400000	5	3.95978001752586
6500000	5	3.98644370339706
6600000	5	4.03035385281735
6700000	5	4.05913229162077
6800000	5	4.08248010604005
6900000	5	4.13119780863214
7000000	5	4.15586843989512
7100000	5	4.17207239095497
7200000	5	4.18875001757699
7300000	5	4.21381157479417
7400000	5	4.28992465552619
7500000	5	4.33078004929133
7600000	5	4.35961456377182
7800000	5	4.38616717152961
7900000	5	4.41391576413703
8000000	5	4.43951231090947
8100000	5	4.46175016348896
8200000	5	4.50649699134963
8300000	5	4.53990929824467
8400000	5	4.57525179635719
8500000	5	4.60878648047739
8600000	5	4.64410710575067
8700000	5	4.6826725709765
8800000	5	4.70935931748375
8900000	5	4.73452961332182
9000000	5	4.76632285348369
9100000	5	4.79184386431935
9200000	5	4.80688059513858
9300000	5	4.82194998394012
9400000	5	4.83387090702101
9500000	5	4.84043573241658
9600000	5	4.84631903037408
9700000	5	4.8548478092972
9800000	5	4.86286416285207
9900000	5	4.87762963098938
10000000	5	4.8918084780453
10100000	5	4.89918173012013
10200000	5	4.92982810067679
10300000	5	4.94188221786183
10400000	5	4.96715721436616
10500000	5	5.09804293718185
10600000	5	5.15499518633969
10700000	5	5.1666152563466
10800000	5	5.18113596690719
10900000	5	5.20465856660521
11000000	5	5.29374553063496
11100000	5	5.30248185528254
11200000	5	5.31160983563373
11300000	5	5.32190288832838
11400000	5	5.33091073473633
11500000	5	5.33962293653803
11600000	5	5.34320560652376
11700000	5	5.39014400401645
11900000	5	5.43334663586497
12200000	5	5.45201526210528
12300000	5	5.46559539273836
12500000	5	5.54190496647896
12600000	5	5.5609557672844
12700000	5	5.56767788857101
12800000	5	5.57876521708266
12900000	5	5.59105233285663
13000000	5	5.66424890046901
13100000	5	5.72881371892602
13200000	5	5.75723823427655
13300000	5	5.76279547292742
13400000	5	5.76669698860757
13500000	5	5.77555242828629
13600000	5	5.78447822215593
13700000	5	5.79045543705236
13800000	5	5.80288630832933
13900000	5	5.81459400990941
14000000	5	5.83198761214139
14100000	5	5.86483960863344
14200000	5	5.88097559259877
14300000	5	5.88515600722722
14400000	5	5.92306895265751
14500000	5	5.94407641787274
14600000	5	5.95518625618379
14700000	5	6.00401870923186
14800000	5	6.0453129126292
14900000	5	6.08489952392315
15000000	5	6.10779734828379
15100000	5	6.12818952154168
15200000	5	6.14938008903181
15300000	5	6.16909577579143
15400000	5	6.19074969906266
15500000	5	6.2406368290172
15600000	5	6.26569307943244
15700000	5	6.29211629426001
15800000	5	6.30983635544718
15900000	5	6.3367561039647
16000000	5	6.36290262903041
16200000	5	6.48489566362414
16300000	5	6.54956626100216
16400000	5	6.58871101188546
16500000	5	6.61777041589395
16700000	5	6.62304805274597
16800000	5	6.63332774426029
16900000	5	6.7130453055842
17000000	5	6.746250630274
17100000	5	6.89347350196996
17200000	5	6.91133182704655
17400000	5	6.92016899703482
17500000	5	6.94072549286073
17700000	5	6.95731610847088
17800000	5	6.97153290650769
17900000	5	7.04325852899876
18000000	5	7.07186968700901
18100000	5	7.08291055069827
18200000	5	7.10595308800777
18300000	5	7.1266852036258
18400000	5	7.14325517725527
18500000	5	7.15838900415134
18600000	5	7.18860984202025
18700000	5	7.20874210692141
18800000	5	7.23130648145604
18900000	5	7.25279638589215
19000000	5	7.28417736411689
19100000	5	7.31440635440344
19200000	5	7.34552242662937
19300000	5	7.38869471238137
19400000	5	7.43385462471784
19500000	5	7.5284730947505
19600000	5	7.60834898356013
19700000	5	7.66697560685916
19800000	5	7.73131554599321
19900000	5	7.80224908828633
20000000	5	7.85127991749877
20100000	5	7.9073152781905
20200000	5	7.96516193863581
20300000	5	8.01623862597042
20400000	5	8.05608991214539
20500000	5	8.11458990631256
20600000	5	8.18763258905644
20700000	5	8.23849003302707
20800000	5	8.30641216109387
20900000	5	8.36077402185719
21000000	5	8.39484772410809
21100000	5	8.42825043277204
21200000	5	8.53711547687106
21300000	5	8.58111030878261
21400000	5	8.6291183677316
21500000	5	8.67753008599819
21600000	5	8.721904812384
21700000	5	8.78600559556887
21800000	5	8.88305531924973
21900000	5	8.96249285057568
22000000	5	9.02008181409227
22100000	5	9.15309940883772
22200000	5	9.29023678235282
22300000	5	9.38818028956321
22400000	5	9.44935022991239
22500000	5	9.53619151921012
22600000	5	9.62666834140918
22700000	5	9.72537069716996
22800000	5	9.82405209854581
22900000	5	9.92868471105798
23000000	5	10.0643750011546
23100000	5	10.2669607847037
23200000	5	10.4894238266417
23300000	5	10.6316028880992
23400000	5	10.7755932392822
23500000	5	10.9366393620151
23600000	5	11.0901746886231
23700000	5	11.2456233449368
23800000	5	11.396818603245
23900000	5	11.5414702171772
24000000	5	11.7450604093359
24100000	5	12.0091976523167
24200000	5	12.2805119848185
24300000	5	12.5424838474469
24400000	5	12.8052806848593
24500000	5	13.0690588902424
24600000	5	13.332760826282
24700000	5	13.6041232989448
24800000	5	13.861987577482
24900000	5	14.1293528844372
25000000	5	14.4221981375867
25100000	5	14.8661613312355
25200000	5	15.332890863395
25300000	5	15.7833257665083
25400000	5	16.2455672066787
25500000	5	16.7027409107281
25600000	5	17.1646511698376
25700000	5	17.6203382777024
25800000	5	18.0807488946236
25900000	5	18.5616023186527
26000000	5	18.9982841875941
26100000	5	19.4595291348508
26200000	5	19.9172640853362
26300000	5	20.1476188468135
26400000	5	20.2840757684908
26500000	5	20.4899687960971
26600000	5	20.8682466504098
26700000	5	21.2468980594434
26800000	5	21.5541941415802
26900000	5	22.0349093814726
27000000	5	22.7097712533294
27100000	5	23.1369717257107
