chr12	15763753
chr12	15763815
chr12	15764799
chr12	15766897
chr12	15766951
chr12	15767192
chr12	15767207
chr12	15767565
chr12	15771627
chr12	15771697
chr12	15772061
chr12	15772112
chr12	15772843
chr12	15772857
chr12	15772960
chr12	15773067
chr12	15775023
chr12	15775326
chr12	15775428
chr12	15775649
chr12	15775659
chr12	15775661
chr12	15775925
chr12	15777966
chr12	15778468
chr12	15778490
chr12	15778845
chr12	15778906
chr12	15778971
chr12	15779526
chr12	15779660
chr12	15779773
chr12	15779896
chr12	15780327
chr12	15780682
chr12	15780866
chr12	15780914
chr12	15781415
chr12	15782409
chr12	15783066
chr12	15783329
chr12	15783637
chr12	15784008
chr12	15785427
chr12	15785680
chr12	15785704
chr12	15785762
chr12	15785803
chr12	15785829
chr12	15785831
chr12	15785947
chr12	15786030
chr12	15786142
chr12	15786232
chr12	15787266
chr12	15787467
chr12	15787605
chr12	15788686
chr12	15788694
chr12	15788696
chr12	15789031
chr12	15789137
chr12	15789513
chr12	15791484
chr12	15791606
chr12	15791829
chr12	15792751
chr12	15793070
chr12	15793511
chr12	15793708
chr12	15793714
chr12	15794165
chr12	15794363
chr12	15794449
chr12	15795436
chr12	15796909
chr12	15797338
chr12	15797378
chr12	15797477
chr12	15797645
chr12	15797813
chr12	15797826
chr12	15800348
chr12	15801525
chr12	15801931
chr12	15802964
chr12	15803286
chr12	15803443
chr12	15803521
chr12	15803546
chr12	15804409
chr12	15804479
chr12	15804514
chr12	15804796
chr12	15804946
chr12	15805346
chr12	15813276
chr12	15814674
chr12	15815178
chr12	15815388
chr12	15815871
chr12	15815970
chr12	15815981
chr12	15816042
chr12	15816427
chr12	15816599
chr12	15817062
chr12	15817112
chr12	15817144
chr12	15817318
chr12	15817351
chr12	15817442
chr12	15817641
chr12	15831849
chr12	15831869
chr12	15833040
chr12	15848076
chr12	15850265
chr12	15850275
chr12	15850277
chr12	15850465
chr12	15850705
chr12	15851126
chr12	15851650
chr12	15852151
chr12	15854999
chr12	15855352
chr12	15856165
chr12	15856167
chr12	15856168
chr12	15857046
chr12	15857201
chr12	15857545
chr12	15857973
chr12	15857974
chr12	15858418
chr12	15858428
chr12	15858522
chr12	15858790
chr12	15859109
chr12	15859363
chr12	15859421
chr12	15859613
chr12	15877702
chr12	15877809
chr12	15878536
chr12	15878540
chr12	15878898
chr12	15879105
chr12	15879161
chr12	15879162
chr12	15879675
chr12	15879801
chr12	15880237
chr12	15880420
chr12	15880705
chr12	15880708
chr12	15881195
chr12	15881246
chr12	15881318
chr12	15882380
chr12	15882512
chr12	15882644
chr12	15883368
chr12	15883632
chr12	15884208
chr12	15884739
chr12	15885197
chr12	15885471
chr12	15886164
chr12	15886369
chr12	15886683
chr12	15887100
chr12	15887334
chr12	15888253
chr12	15888828
chr12	15890626
chr12	15890639
chr12	15890658
chr12	15890747
chr12	15891720
chr12	15892095
chr12	15892251
chr12	15892385
chr12	15892416
chr12	15892436
chr12	15892446
chr12	15894465
chr12	15894570
chr12	15896022
chr12	15896397
chr12	15896631
chr12	15896792
chr12	15897738
chr12	15897954
chr12	15897990
chr12	15898836
chr12	15898957
chr12	15917374
chr12	15917617
chr12	15925954
chr12	15928717
chr12	15932892
chr12	16004620
chr12	16004763
chr12	16004838
chr12	16005605
chr12	16005780
chr12	16006187
chr12	16009797
chr12	16011158
chr12	16011350
chr12	16011894
chr12	16011963
chr12	16012039
chr12	16012108
chr12	16012785
chr12	16012978
chr12	16013110
chr12	16013404
chr12	16015310
chr12	16017272
chr12	16017346
chr12	16017374
chr12	16017998
chr12	16019980
chr12	16022083
chr12	16022235
chr12	16023287
chr12	16023645
chr12	16023718
chr12	16025731
chr12	16026080
chr12	16026539
chr12	16030478
chr12	16030517
chr12	16030752
chr12	16030876
chr12	16030978
chr12	16031418
chr12	16032496
chr12	16033289
chr12	16034651
chr12	16034767
chr12	16038388
chr12	16038775
chr12	16038898
chr12	16038899
chr12	16038906
chr12	16044429
chr12	16047860
