15	7748604
15	7749094
15	7750607
15	7757217
15	7759366
15	7760134
15	7763042
15	7763122
15	7768974
15	7769289
15	7769692
15	7771681
15	7775072
15	7778853
15	7793610
15	7799248
15	7801739
15	7808226
15	7808675
15	7814996
15	7833200
15	7845205
15	7859520
15	7860572
15	8813384
15	8813413
15	8813424
15	8813745
15	8814258
15	8814467
15	8815302
15	8816338
15	8816580
15	8820476
15	8823303
15	8823469
15	8823592
15	8824113
15	8825541
15	8825978
15	8829200
15	8829678
15	8830109
15	8831013
15	8831688
15	8831724
15	8831732
15	8831799
15	8832326
15	8833512
15	8834623
15	8834854
15	8835606
15	8835610
15	8837095
15	8837587
15	8837758
15	8837949
15	8838010
15	8839373
15	8839410
15	8839485
15	8839591
15	8839606
15	8839691
15	8840180
15	8840528
15	8840725
15	8841419
15	8841813
15	8842618
15	8844895
15	8844905
15	8848729
15	8850074
15	8850325
15	8851262
15	8851403
15	8854606
15	8861998
15	8863037
15	8863486
15	8864451
15	8865093
15	8865779
15	8866062
15	8866067
15	8866100
15	8866111
15	8873811
15	8874041
15	8874531
15	8875215
15	8875232
15	8875233
15	8877128
15	8877173
15	8877601
15	8878368
15	8896574
15	8896838
15	8900089
15	8900455
15	8904592
15	8904984
15	8905934
15	8905938
15	8905940
15	8906558
15	8906859
15	8908651
15	8908918
15	8909551
15	8909975
15	8910026
15	8910481
15	8910523
15	8910711
15	8910737
15	8917729
15	8920349
15	8920645
15	8921274
15	8921466
15	8921825
15	8921861
15	8922045
15	8922616
15	8923116
15	8924823
15	8925090
15	8925092
15	8928897
15	8929177
15	8939684
15	8941407
15	8943290
15	8984770
15	8993301
15	8994297
15	8994529
15	8995379
15	9010217
15	9010331
15	9010449
15	9011042
15	9012092
15	9012286
15	9012288
15	9013567
15	9022867
15	9040907
15	9041121
15	9042583
15	9044545
15	9044623
15	9045589
15	9049286
15	9049866
15	9050272
15	9050319
15	9050430
15	9050442
15	9051375
15	9051410
15	9051538
15	9053079
15	10878768
15	10882128
15	10904508
15	10904832
15	10905051
15	10905653
15	10907433
15	10907600
15	10914730
15	10955055
15	10956917
15	10957450
15	10957489
15	10961869
15	10963604
15	10964315
15	10964665
15	10965325
15	10965368
15	10967513
15	10968934
15	10972104
15	10972236
15	10973326
15	10976639
15	10976739
15	10977005
15	10977352
15	10978449
15	10982890
15	10984062
15	10984890
15	10985557
15	10986076
15	10986564
15	10987343
15	10987902
15	10988424
15	10988808
15	10991522
15	10994173
15	10996929
15	11000817
15	11004694
15	11005151
